ID_Transaccion,Fecha,Titulo,Genero,Precio_Unitario,Cantidad,Total_Transaccion,Metodo_Pago
T-21039,2026-05-24,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.17,1,13.17,Transferencia
T-21040,2026-05-24,Corte de Espinas y Sombras,Fantasía / Romantasy,22.98,1,22.98,Mercado Pago
T-21041,2026-05-24,Meditaciones del Peregrino,Religión / Espiritualidad,14.9,1,14.9,Tarjeta de Crédito
T-21042,2026-05-24,La Chica del Último Vagón,Young Adult,14.14,2,28.28,Tarjeta de Crédito
T-21043,2026-05-24,Neurolink: El Despertar,Ciencia Ficción,27.28,2,54.56,Tarjeta de Débito
T-21044,2026-05-24,Cartas que Nunca Envié,Romance,17.41,1,17.41,Tarjeta de Débito
T-21045,2026-05-24,El Algoritmo de la Conciencia,Ciencia Ficción,25.44,1,25.44,Efectivo
T-21046,2026-05-24,El Algoritmo de la Conciencia,Ciencia Ficción,25.69,2,51.38,Transferencia
T-21047,2026-05-25,Mi Primer Atlas del Universo,Infantil,19.49,2,38.98,Transferencia
T-21048,2026-05-25,Zona de Exclusión,Distopía / Especulativa,19.17,1,19.17,Transferencia
T-21049,2026-05-25,Nadie Sale Inocente,Thriller / Suspense,17.26,1,17.26,Transferencia
T-21050,2026-05-25,Máquinas que Sueñan,Ciencia Ficción,20.56,2,41.12,Tarjeta de Débito
T-21051,2026-05-25,El Trono de Cenizas Eternas,Fantasía / Romantasy,24.62,1,24.62,Tarjeta de Crédito
T-21052,2026-05-25,Akira Reborn: Edición Integral,Manga / Novela Gráfica,30.65,1,30.65,Efectivo
T-21053,2026-05-25,Dino Rex y la Isla Misteriosa,Infantil,13.87,1,13.87,Tarjeta de Débito
T-21054,2026-05-25,Tres Días para Morir,Thriller / Suspense,17.69,3,53.07,Tarjeta de Crédito
T-21055,2026-05-25,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.84,1,11.84,Tarjeta de Débito
T-21056,2026-05-25,El Último Beso en París,Romance,18.71,1,18.71,Mercado Pago
T-21057,2026-05-25,Mareas de Verano,Romance,14.22,1,14.22,Tarjeta de Crédito
T-21058,2026-05-25,El Último Hechicero de Aldara,Fantasía / Romantasy,18.41,1,18.41,Tarjeta de Crédito
T-21059,2026-05-25,La República del Silencio,Distopía / Especulativa,22.42,1,22.42,Efectivo
T-21060,2026-05-25,El Último Beso en París,Romance,18.51,1,18.51,Mercado Pago
T-21061,2026-05-25,Ecos del Futuro Perdido,Ciencia Ficción,19.88,1,19.88,Tarjeta de Débito
T-21062,2026-05-25,Tal Vez Mañana,Romance,15.09,1,15.09,Mercado Pago
T-21063,2026-05-25,El Último Hechicero de Aldara,Fantasía / Romantasy,18.13,1,18.13,Mercado Pago
T-21064,2026-05-25,El Bosque de los Animales Parlantes,Infantil,14.72,1,14.72,Tarjeta de Crédito
T-21065,2026-05-25,Crónicas del Mar Encantado,Fantasía / Romantasy,17.43,1,17.43,Tarjeta de Crédito
T-21066,2026-05-26,Máquinas que Sueñan,Ciencia Ficción,21.52,1,21.52,Tarjeta de Débito
T-21067,2026-05-26,Ecos del Futuro Perdido,Ciencia Ficción,19.79,1,19.79,Efectivo
T-21068,2026-05-26,Ecos del Futuro Perdido,Ciencia Ficción,20.41,1,20.41,Tarjeta de Crédito
T-21069,2026-05-26,Data Science: De Cero a Experto,Negocios / Técnicos,40.58,2,81.16,Efectivo
T-21070,2026-05-26,Exoplaneta Siete,Ciencia Ficción,19.14,1,19.14,Mercado Pago
T-21071,2026-05-26,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.35,1,13.35,Tarjeta de Crédito
T-21072,2026-05-26,La Singularidad de Vega,Ciencia Ficción,23.35,1,23.35,Tarjeta de Débito
T-21073,2026-05-26,Neurolink: El Despertar,Ciencia Ficción,27.75,2,55.5,Transferencia
T-21074,2026-05-26,Cartas que Nunca Envié,Romance,17.22,2,34.44,Efectivo
T-21075,2026-05-26,Promesas Bajo la Lluvia,Romance,18.33,2,36.66,Efectivo
T-21076,2026-05-26,Cuando el Destino Insiste,Romance,15.69,1,15.69,Tarjeta de Débito
T-21077,2026-05-26,La Habitación 217,Thriller / Suspense,18.55,1,18.55,Tarjeta de Débito
T-21078,2026-05-26,El Café de los Corazones Rotos,Romance,15.1,1,15.1,Efectivo
T-21079,2026-05-26,Zona de Exclusión,Distopía / Especulativa,18.63,2,37.26,Mercado Pago
T-21080,2026-05-26,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,13.31,1,13.31,Tarjeta de Débito
T-21081,2026-05-26,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.94,1,19.94,Efectivo
T-21082,2026-05-27,Reinos de Cristal Roto,Fantasía / Romantasy,23.87,1,23.87,Mercado Pago
T-21083,2026-05-27,La Habitación 217,Thriller / Suspense,18.79,1,18.79,Tarjeta de Crédito
T-21084,2026-05-27,El Testigo Silencioso,Thriller / Suspense,20.58,1,20.58,Mercado Pago
T-21085,2026-05-27,Rebeldes sin Señal,Young Adult,14.58,2,29.16,Tarjeta de Débito
T-21086,2026-05-27,Camino de Luz Interior,Religión / Espiritualidad,17.03,1,17.03,Transferencia
T-21087,2026-05-27,Junto al Fuego de Diciembre,Romance,17.38,1,17.38,Efectivo
T-21088,2026-05-27,Horizonte Cuántico,Ciencia Ficción,22.61,1,22.61,Tarjeta de Débito
T-21089,2026-05-27,Nadie Sale Inocente,Thriller / Suspense,17.48,1,17.48,Tarjeta de Débito
T-21090,2026-05-27,Exoplaneta Siete,Ciencia Ficción,18.71,2,37.42,Tarjeta de Crédito
T-21091,2026-05-27,Zona de Exclusión,Distopía / Especulativa,19.03,1,19.03,Tarjeta de Débito
T-21092,2026-05-27,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.93,1,16.93,Tarjeta de Crédito
T-21093,2026-05-27,Utopía Fracturada,Distopía / Especulativa,16.82,2,33.64,Efectivo
T-21094,2026-05-27,Ecos del Futuro Perdido,Ciencia Ficción,20.07,1,20.07,Transferencia
T-21095,2026-05-27,La Singularidad de Vega,Ciencia Ficción,23.42,1,23.42,Efectivo
T-21096,2026-05-27,Zona de Exclusión,Distopía / Especulativa,19.48,1,19.48,Tarjeta de Débito
T-21097,2026-05-28,Fe en Tiempos Modernos,Religión / Espiritualidad,20.57,3,61.71,Tarjeta de Crédito
T-21098,2026-05-28,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,12.8,1,12.8,Tarjeta de Crédito
T-21099,2026-05-28,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.87,1,18.87,Tarjeta de Crédito
T-21100,2026-05-28,Cartas que Nunca Envié,Romance,17.24,1,17.24,Efectivo
T-21101,2026-05-28,La Última Colonia de Marte,Ciencia Ficción,23.41,1,23.41,Tarjeta de Crédito
T-21102,2026-05-28,La Habitación 217,Thriller / Suspense,19.46,1,19.46,Tarjeta de Crédito
T-21103,2026-05-28,Camino de Luz Interior,Religión / Espiritualidad,16.6,1,16.6,Transferencia
T-21104,2026-05-28,Mi Primer Atlas del Universo,Infantil,18.81,3,56.43,Efectivo
T-21105,2026-05-28,Reinos de Cristal Roto,Fantasía / Romantasy,24.28,1,24.28,Efectivo
T-21106,2026-05-28,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.47,1,24.47,Tarjeta de Débito
T-21107,2026-05-28,Volver a Quererte en Otoño,Romance,16.18,1,16.18,Mercado Pago
T-21108,2026-05-28,Finanzas Personales para Mortales,Autoayuda / Desarrollo Personal,22.07,1,22.07,Tarjeta de Débito
T-21109,2026-05-28,Código Génesis: Protocolo IA,Ciencia Ficción,24.66,1,24.66,Efectivo
T-21110,2026-05-28,Cyberpunk Shibuya,Manga / Novela Gráfica,15.4,1,15.4,Tarjeta de Débito
T-21111,2026-05-28,El Pacto del Silencio,Thriller / Suspense,19.1,1,19.1,Tarjeta de Débito
T-21112,2026-05-28,La Librería de los Sueños Compartidos,Romance,18.36,2,36.72,Tarjeta de Crédito
T-21113,2026-05-28,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.64,1,19.64,Tarjeta de Crédito
T-21114,2026-05-29,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.85,1,12.85,Tarjeta de Débito
T-21115,2026-05-29,El Robot Amigable de Tomás,Infantil,11.29,1,11.29,Tarjeta de Crédito
T-21116,2026-05-29,Junto al Fuego de Diciembre,Romance,16.58,1,16.58,Efectivo
T-21117,2026-05-29,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.82,1,10.82,Tarjeta de Crédito
T-21118,2026-05-29,Cuando el Destino Insiste,Romance,16.16,1,16.16,Efectivo
T-21119,2026-05-29,La Música en Mis Venas,Biografía / Memorias,25.49,1,25.49,Tarjeta de Débito
T-21120,2026-05-29,La Última Colonia de Marte,Ciencia Ficción,23.67,3,71.01,Tarjeta de Crédito
T-21121,2026-05-29,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.66,1,17.66,Tarjeta de Débito
T-21122,2026-05-29,El Último Beso en París,Romance,19.39,1,19.39,Mercado Pago
T-21123,2026-05-29,Estrategia Digital 360°,Negocios / Técnicos,30.6,1,30.6,Efectivo
T-21124,2026-05-29,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,14.23,1,14.23,Efectivo
T-21125,2026-05-29,Ciudadanos de Segunda,Distopía / Especulativa,18.27,3,54.81,Tarjeta de Crédito
T-21126,2026-05-29,El Algoritmo de la Conciencia,Ciencia Ficción,25.95,1,25.95,Tarjeta de Débito
T-21127,2026-05-29,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.35,2,38.7,Tarjeta de Crédito
T-21128,2026-05-29,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.66,1,19.66,Mercado Pago
T-21129,2026-05-29,El Último Hechicero de Aldara,Fantasía / Romantasy,18.14,1,18.14,Transferencia
T-21130,2026-05-30,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.56,1,17.56,Tarjeta de Crédito
T-21131,2026-05-30,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.8,1,11.8,Efectivo
T-21132,2026-05-30,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.2,1,11.2,Tarjeta de Crédito
T-21133,2026-05-30,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.37,1,14.37,Efectivo
T-21134,2026-05-30,El Diario de Gratitud Espiritual,Religión / Espiritualidad,13.0,3,39.0,Tarjeta de Crédito
T-21135,2026-05-30,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,12.77,1,12.77,Tarjeta de Crédito
T-21136,2026-05-30,Promesas Bajo la Lluvia,Romance,17.68,1,17.68,Tarjeta de Crédito
T-21137,2026-05-30,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.71,1,16.71,Tarjeta de Crédito
T-21138,2026-05-30,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.47,2,40.94,Mercado Pago
T-21139,2026-05-30,La Última Colonia de Marte,Ciencia Ficción,22.5,1,22.5,Efectivo
T-21140,2026-05-30,Mi Primer Atlas del Universo,Infantil,19.45,1,19.45,Tarjeta de Débito
T-21141,2026-05-30,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.32,1,20.32,Tarjeta de Débito
T-21142,2026-05-30,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,18.26,1,18.26,Tarjeta de Crédito
T-21143,2026-05-30,Mi Primer Atlas del Universo,Infantil,19.05,1,19.05,Tarjeta de Crédito
T-21144,2026-05-30,"Nosotros, los Invisibles",Young Adult,15.24,2,30.48,Tarjeta de Débito
T-21145,2026-05-30,Cartas que Nunca Envié,Romance,16.63,2,33.26,Tarjeta de Crédito
T-21146,2026-05-30,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.64,1,18.64,Mercado Pago
T-21147,2026-05-30,El Robot Amigable de Tomás,Infantil,11.03,3,33.09,Tarjeta de Crédito
T-21148,2026-05-30,El Verano que Cambió Todo,Young Adult,16.92,1,16.92,Tarjeta de Crédito
T-21149,2026-05-30,El Último Hechicero de Aldara,Fantasía / Romantasy,17.79,1,17.79,Tarjeta de Débito
T-21150,2026-05-30,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.56,2,39.12,Transferencia
T-21151,2026-05-30,Camino de Luz Interior,Religión / Espiritualidad,17.17,1,17.17,Mercado Pago
T-21152,2026-05-30,El Pacto del Silencio,Thriller / Suspense,18.8,1,18.8,Tarjeta de Crédito
T-21153,2026-05-30,Las Aventuras de Lila y el Gato Mágico,Infantil,13.14,1,13.14,Tarjeta de Crédito
T-21154,2026-05-30,La Librería de los Sueños Compartidos,Romance,18.24,1,18.24,Tarjeta de Débito
T-21155,2026-05-30,Promesas Bajo la Lluvia,Romance,18.11,3,54.33,Transferencia
T-21156,2026-05-30,Corte de Espinas y Sombras,Fantasía / Romantasy,22.96,1,22.96,Tarjeta de Débito
T-21157,2026-05-30,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.76,2,25.52,Tarjeta de Débito
T-21158,2026-05-30,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,27.19,1,27.19,Efectivo
T-21159,2026-05-31,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,13.36,1,13.36,Tarjeta de Débito
T-21160,2026-05-31,Fe en Tiempos Modernos,Religión / Espiritualidad,20.04,1,20.04,Efectivo
T-21161,2026-05-31,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.86,1,10.86,Tarjeta de Débito
T-21162,2026-05-31,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.52,1,20.52,Tarjeta de Crédito
T-21163,2026-05-31,Tres Días para Morir,Thriller / Suspense,18.23,1,18.23,Tarjeta de Débito
T-21164,2026-05-31,"Nosotros, los Invisibles",Young Adult,15.03,1,15.03,Mercado Pago
T-21165,2026-05-31,Mareas de Verano,Romance,14.29,1,14.29,Transferencia
T-21166,2026-05-31,El Último Beso en París,Romance,19.49,1,19.49,Efectivo
T-21167,2026-05-31,Máquinas que Sueñan,Ciencia Ficción,21.56,1,21.56,Tarjeta de Débito
T-21168,2026-05-31,Las Aventuras de Lila y el Gato Mágico,Infantil,12.82,1,12.82,Mercado Pago
T-21169,2026-05-31,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.36,1,19.36,Tarjeta de Débito
T-21170,2026-05-31,El Último Beso en París,Romance,19.32,2,38.64,Tarjeta de Débito
T-21171,2026-05-31,Código Génesis: Protocolo IA,Ciencia Ficción,24.61,1,24.61,Efectivo
T-21172,2026-05-31,Cuando el Destino Insiste,Romance,16.27,2,32.54,Tarjeta de Crédito
T-21173,2026-05-31,El Año en que Callaron las Máquinas,Distopía / Especulativa,20.41,3,61.23,Tarjeta de Crédito
T-21174,2026-05-31,Horizonte Cuántico,Ciencia Ficción,22.61,1,22.61,Tarjeta de Débito
T-21175,2026-05-31,Cyberpunk Shibuya,Manga / Novela Gráfica,15.09,1,15.09,Transferencia
T-21176,2026-05-31,Cuando el Destino Insiste,Romance,16.13,1,16.13,Tarjeta de Crédito
T-21177,2026-05-31,Reinos de Cristal Roto,Fantasía / Romantasy,24.65,1,24.65,Efectivo
T-21178,2026-05-31,El Robot Amigable de Tomás,Infantil,10.71,1,10.71,Tarjeta de Crédito
T-21179,2026-05-31,Ciudadanos de Segunda,Distopía / Especulativa,17.6,2,35.2,Efectivo
T-21180,2026-05-31,La Singularidad de Vega,Ciencia Ficción,23.79,1,23.79,Transferencia
T-21181,2026-05-31,El Trono de Cenizas Eternas,Fantasía / Romantasy,24.95,1,24.95,Transferencia
T-21182,2026-05-31,Akira Reborn: Edición Integral,Manga / Novela Gráfica,29.36,1,29.36,Transferencia
T-21183,2026-05-31,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.96,1,12.96,Tarjeta de Crédito
T-21184,2026-05-31,Volver a Quererte en Otoño,Romance,16.04,1,16.04,Mercado Pago
T-21185,2026-05-31,Las Aventuras de Lila y el Gato Mágico,Infantil,12.7,1,12.7,Efectivo
T-21186,2026-06-01,Cyberpunk Shibuya,Manga / Novela Gráfica,14.55,1,14.55,Tarjeta de Débito
T-21187,2026-06-01,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.04,1,20.04,Transferencia
T-21188,2026-06-01,365 Devocionales para el Alma,Religión / Espiritualidad,19.54,2,39.08,Transferencia
T-21189,2026-06-01,Zona de Exclusión,Distopía / Especulativa,19.51,1,19.51,Mercado Pago
T-21190,2026-06-01,El Último Hechicero de Aldara,Fantasía / Romantasy,18.19,2,36.38,Tarjeta de Débito
T-21191,2026-06-01,Fuego en la Corte de Hielo,Fantasía / Romantasy,26.03,1,26.03,Mercado Pago
T-21192,2026-06-01,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.79,2,23.58,Mercado Pago
T-21193,2026-06-01,El Último Beso en París,Romance,19.35,1,19.35,Tarjeta de Débito
T-21194,2026-06-01,"Nosotros, los Invisibles",Young Adult,15.33,1,15.33,Tarjeta de Crédito
T-21195,2026-06-01,El Último Hechicero de Aldara,Fantasía / Romantasy,18.43,2,36.86,Tarjeta de Débito
T-21196,2026-06-01,Junto al Fuego de Diciembre,Romance,16.79,2,33.58,Tarjeta de Débito
T-21197,2026-06-01,Cyberpunk Shibuya,Manga / Novela Gráfica,15.2,1,15.2,Tarjeta de Crédito
T-21198,2026-06-01,La Singularidad de Vega,Ciencia Ficción,24.21,2,48.42,Tarjeta de Débito
T-21199,2026-06-01,El Último Hechicero de Aldara,Fantasía / Romantasy,17.93,1,17.93,Tarjeta de Crédito
T-21200,2026-06-01,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.32,2,24.64,Mercado Pago
T-21201,2026-06-01,El Año en que Callaron las Máquinas,Distopía / Especulativa,20.47,1,20.47,Efectivo
T-21202,2026-06-01,Código Génesis: Protocolo IA,Ciencia Ficción,24.39,1,24.39,Transferencia
T-21203,2026-06-01,Neon District: Año Cero,Manga / Novela Gráfica,15.69,1,15.69,Tarjeta de Débito
T-21204,2026-06-01,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.62,1,17.62,Efectivo
T-21205,2026-06-01,El Legado del Abuelo Navegante,Biografía / Memorias,24.08,2,48.16,Tarjeta de Crédito
T-21206,2026-06-02,Ecos del Futuro Perdido,Ciencia Ficción,20.13,1,20.13,Tarjeta de Crédito
T-21207,2026-06-02,Cyberpunk Shibuya,Manga / Novela Gráfica,15.05,1,15.05,Tarjeta de Crédito
T-21208,2026-06-02,365 Devocionales para el Alma,Religión / Espiritualidad,19.1,1,19.1,Efectivo
T-21209,2026-06-02,Mareas de Verano,Romance,13.99,1,13.99,Mercado Pago
T-21210,2026-06-02,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,34.28,1,34.28,Tarjeta de Crédito
T-21211,2026-06-02,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,13.72,2,27.44,Tarjeta de Débito
T-21212,2026-06-02,Neon District: Año Cero,Manga / Novela Gráfica,15.95,2,31.9,Tarjeta de Crédito
T-21213,2026-06-02,2084: El Nuevo Orden,Distopía / Especulativa,23.2,1,23.2,Tarjeta de Débito
T-21214,2026-06-02,Reinos de Cristal Roto,Fantasía / Romantasy,24.26,2,48.52,Tarjeta de Crédito
T-21215,2026-06-02,Neurolink: El Despertar,Ciencia Ficción,26.44,1,26.44,Mercado Pago
T-21216,2026-06-02,La Mujer del Espejo Roto,Thriller / Suspense,21.75,1,21.75,Mercado Pago
T-21217,2026-06-02,Promesas Bajo la Lluvia,Romance,17.47,1,17.47,Tarjeta de Crédito
T-21218,2026-06-02,El Robot Amigable de Tomás,Infantil,10.75,1,10.75,Tarjeta de Crédito
T-21219,2026-06-02,Nadie Sale Inocente,Thriller / Suspense,17.04,2,34.08,Tarjeta de Débito
T-21220,2026-06-02,Corte de Espinas y Sombras,Fantasía / Romantasy,22.6,3,67.8,Tarjeta de Débito
T-21221,2026-06-02,Akira Reborn: Edición Integral,Manga / Novela Gráfica,30.72,1,30.72,Efectivo
T-21222,2026-06-02,La Librería de los Sueños Compartidos,Romance,17.75,1,17.75,Mercado Pago
T-21223,2026-06-02,La Última Colonia de Marte,Ciencia Ficción,22.39,1,22.39,Tarjeta de Crédito
T-21224,2026-06-03,Código Génesis: Protocolo IA,Ciencia Ficción,25.61,2,51.22,Mercado Pago
T-21225,2026-06-03,La Librería de los Sueños Compartidos,Romance,17.74,1,17.74,Tarjeta de Débito
T-21226,2026-06-03,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.61,3,40.83,Tarjeta de Crédito
T-21227,2026-06-03,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.2,1,20.2,Tarjeta de Crédito
T-21228,2026-06-03,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.46,1,19.46,Tarjeta de Crédito
T-21229,2026-06-03,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.95,1,11.95,Efectivo
T-21230,2026-06-03,Cartas que Nunca Envié,Romance,16.62,2,33.24,Efectivo
T-21231,2026-06-03,Corte de Espinas y Sombras,Fantasía / Romantasy,23.63,1,23.63,Tarjeta de Crédito
T-21232,2026-06-03,Fe en Tiempos Modernos,Religión / Espiritualidad,19.83,3,59.49,Tarjeta de Crédito
T-21233,2026-06-03,Fuego en la Corte de Hielo,Fantasía / Romantasy,26.24,1,26.24,Tarjeta de Crédito
T-21234,2026-06-03,La Princesa que Quería Ser Astronauta,Infantil,12.73,2,25.46,Tarjeta de Débito
T-21235,2026-06-03,Código de Silencio en el Instituto,Young Adult,15.91,1,15.91,Tarjeta de Débito
T-21236,2026-06-03,Oscuridad al Mediodía,Thriller / Suspense,16.8,1,16.8,Tarjeta de Crédito
T-21237,2026-06-03,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.76,1,19.76,Tarjeta de Crédito
T-21238,2026-06-03,Tal Vez Mañana,Romance,15.35,1,15.35,Transferencia
T-21239,2026-06-03,El Diario de Gratitud Espiritual,Religión / Espiritualidad,12.65,3,37.95,Tarjeta de Crédito
T-21240,2026-06-03,Camino de Luz Interior,Religión / Espiritualidad,17.04,1,17.04,Efectivo
T-21241,2026-06-03,Despierta Tu Mejor Versión,Autoayuda / Desarrollo Personal,20.13,1,20.13,Tarjeta de Crédito
T-21242,2026-06-03,Mi Primer Atlas del Universo,Infantil,18.57,1,18.57,Tarjeta de Débito
T-21243,2026-06-03,Neurolink: El Despertar,Ciencia Ficción,27.17,1,27.17,Transferencia
T-21244,2026-06-03,El Último Beso en París,Romance,19.5,3,58.5,Mercado Pago
T-21245,2026-06-03,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,18.2,1,18.2,Efectivo
T-21246,2026-06-03,2084: El Nuevo Orden,Distopía / Especulativa,23.6,1,23.6,Mercado Pago
T-21247,2026-06-04,Mareas de Verano,Romance,13.7,1,13.7,Tarjeta de Crédito
T-21248,2026-06-04,Mareas de Verano,Romance,14.11,2,28.22,Efectivo
T-21249,2026-06-04,Minimalismo Emocional,Autoayuda / Desarrollo Personal,16.7,1,16.7,Efectivo
T-21250,2026-06-04,El Bosque de los Animales Parlantes,Infantil,15.03,1,15.03,Efectivo
T-21251,2026-06-04,El Robot Amigable de Tomás,Infantil,10.84,1,10.84,Tarjeta de Débito
T-21252,2026-06-04,Corte de Espinas y Sombras,Fantasía / Romantasy,22.87,1,22.87,Tarjeta de Crédito
T-21253,2026-06-04,Máquinas que Sueñan,Ciencia Ficción,20.5,1,20.5,Mercado Pago
T-21254,2026-06-04,La Marca del Fénix Plateado,Fantasía / Romantasy,22.24,2,44.48,Tarjeta de Crédito
T-21255,2026-06-04,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.15,1,19.15,Tarjeta de Débito
T-21256,2026-06-04,Las Aventuras de Lila y el Gato Mágico,Infantil,12.71,1,12.71,Transferencia
T-21257,2026-06-04,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.49,1,18.49,Transferencia
T-21258,2026-06-04,La Librería de los Sueños Compartidos,Romance,17.81,1,17.81,Tarjeta de Débito
T-21259,2026-06-04,El Último Hechicero de Aldara,Fantasía / Romantasy,17.87,1,17.87,Transferencia
T-21260,2026-06-04,Mi Primer Atlas del Universo,Infantil,19.36,1,19.36,Tarjeta de Crédito
T-21261,2026-06-04,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.0,1,11.0,Tarjeta de Crédito
T-21262,2026-06-04,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.72,1,12.72,Tarjeta de Crédito
T-21263,2026-06-04,Más Allá de las Estrellas (YA),Young Adult,17.46,2,34.92,Mercado Pago
T-21264,2026-06-04,El Año en que Callaron las Máquinas,Distopía / Especulativa,20.57,1,20.57,Efectivo
T-21265,2026-06-04,Cuentos para Soñar Despierto,Infantil,11.72,1,11.72,Tarjeta de Débito
T-21266,2026-06-04,Exoplaneta Siete,Ciencia Ficción,19.46,1,19.46,Tarjeta de Crédito
T-21267,2026-06-04,Meditaciones del Peregrino,Religión / Espiritualidad,14.71,2,29.42,Transferencia
T-21268,2026-06-04,Hábitos de Titanio,Autoayuda / Desarrollo Personal,23.23,1,23.23,Efectivo
T-21269,2026-06-05,El Café de los Corazones Rotos,Romance,14.8,1,14.8,Efectivo
T-21270,2026-06-05,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.1,1,12.1,Efectivo
T-21271,2026-06-05,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.83,1,18.83,Tarjeta de Débito
T-21272,2026-06-05,La Marca del Fénix Plateado,Fantasía / Romantasy,22.34,1,22.34,Tarjeta de Crédito
T-21273,2026-06-05,El Robot Amigable de Tomás,Infantil,10.69,1,10.69,Transferencia
T-21274,2026-06-05,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,13.16,2,26.32,Tarjeta de Crédito
T-21275,2026-06-05,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,13.83,1,13.83,Tarjeta de Crédito
T-21276,2026-06-05,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.18,2,22.36,Tarjeta de Débito
T-21277,2026-06-05,Neurolink: El Despertar,Ciencia Ficción,27.29,2,54.58,Tarjeta de Crédito
T-21278,2026-06-05,El Café de los Corazones Rotos,Romance,15.02,1,15.02,Efectivo
T-21279,2026-06-05,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.69,1,12.69,Transferencia
T-21280,2026-06-05,El Café de los Corazones Rotos,Romance,14.59,1,14.59,Efectivo
T-21281,2026-06-05,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,13.99,3,41.97,Tarjeta de Crédito
T-21282,2026-06-05,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.04,1,14.04,Tarjeta de Débito
T-21283,2026-06-05,Las Aventuras de Lila y el Gato Mágico,Infantil,12.97,2,25.94,Efectivo
T-21284,2026-06-05,2084: El Nuevo Orden,Distopía / Especulativa,23.41,1,23.41,Efectivo
T-21285,2026-06-05,Oscuridad al Mediodía,Thriller / Suspense,17.04,1,17.04,Tarjeta de Crédito
T-21286,2026-06-05,Dino Rex y la Isla Misteriosa,Infantil,13.83,1,13.83,Tarjeta de Crédito
T-21287,2026-06-05,La Mujer del Espejo Roto,Thriller / Suspense,22.62,2,45.24,Efectivo
T-21288,2026-06-05,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.98,1,13.98,Tarjeta de Débito
T-21289,2026-06-06,365 Devocionales para el Alma,Religión / Espiritualidad,18.91,1,18.91,Transferencia
T-21290,2026-06-06,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.83,1,10.83,Tarjeta de Débito
